0,0.9765625,0.68359375,0.677490234,0.610351563,1.306152344,0.463867188
5,1.135253906,0.616455078,0.570678711,0.659179688,1.129150391,0.271606445
10,0.958251953,0.708007813,0.680541992,0.662231445,1.208496094,0.274658203
15,1.000976562,0.610351563,0.61340332,0.5859375,1.107788086,0.335693359
20,1.098632812,0.704956055,0.671386719,0.604248047,1.10168457,0.308227539
25,0.9765625,0.65612793,0.695800781,0.61340332,1.165771484,0.369262695
30,1.113891602,0.714111328,0.698852539,0.659179688,1.110839844,0.317382813
35,1.132202148,0.784301758,0.833129883,0.759887695,1.281738281,0.500488281
40,1.013183594,0.643920898,0.68359375,0.619506836,1.162719727,0.289916992
45,1.132202148,0.653076172,0.634765625,0.689697266,1.080322266,0.286865234
50,1.022338867,0.619506836,0.646972656,0.582885742,1.113891602,0.378417969
55,0.958251953,0.619506836,0.686645508,0.607299805,1.129150391,0.360107422
60,1.00402832,0.689697266,0.714111328,0.680541992,1.126098633,0.354003906
65,1.049804688,0.689697266,0.695800781,0.619506836,1.113891602,0.338745117
70,1.080322266,0.677490234,0.665283203,0.714111328,1.147460938,0.308227539
75,0.994873047,0.677490234,0.640869141,0.5859375,1.089477539,0.41809082
80,1.065063477,0.650024414,0.698852539,0.634765625,1.187133789,0.268554688
85,1.034545898,0.668334961,0.622558594,0.646972656,1.135253906,0.277709961
90,1.077270508,0.720214844,0.732421875,0.71105957,1.284790039,0.366210938
95,1.019287109,0.701904297,0.628662109,0.674438477,1.153564453,0.36315918
100,1.034545898,0.671386719,0.692749023,0.650024414,1.171875,0.314331055
105,1.022338867,0.686645508,0.628662109,0.640869141,1.138305664,0.354003906
110,1.04675293,0.704956055,0.741577148,0.698852539,1.220703125,0.427246094
115,1.07421875,0.68359375,0.668334961,0.704956055,1.205444336,0.283813477
120,1.119995117,0.741577148,0.704956055,0.747680664,1.196289062,0.354003906
125,1.037597656,0.671386719,0.698852539,0.601196289,1.220703125,0.289916992
130,1.168823242,0.735473633,0.686645508,0.71105957,1.187133789,0.430297852
135,1.058959961,0.640869141,0.662231445,0.662231445,1.211547852,0.415039063
140,1.147460938,0.717163086,0.729370117,0.698852539,1.263427734,0.384521484
145,0.9765625,0.601196289,0.674438477,0.5859375,1.147460938,0.338745117
150,1.037597656,0.717163086,0.622558594,0.650024414,1.196289062,0.311279297
155,1.062011719,0.671386719,0.769042969,0.622558594,1.223754883,0.36315918
160,1.065063477,0.631713867,0.726318359,0.604248047,1.135253906,0.26550293
165,1.010131836,0.723266602,0.729370117,0.628662109,1.229858398,0.381469727
170,1.07421875,0.747680664,0.729370117,0.686645508,1.19934082,0.311279297
175,1.031494141,0.665283203,0.717163086,0.619506836,1.171875,0.402832031
181,1.031494141,0.68359375,0.689697266,0.689697266,1.202392578,0.32043457
186,0.94909668,0.662231445,0.607299805,0.555419922,1.07421875,0.299072266
191,1.113891602,0.680541992,0.68359375,0.680541992,1.193237305,0.344848633
196,1.077270508,0.723266602,0.71105957,0.595092773,1.226806641,0.311279297
201,1.083374023,0.653076172,0.68359375,0.692749023,1.205444336,0.335693359
206,1.019287109,0.65612793,0.665283203,0.619506836,1.193237305,0.354003906
211,1.040649414,0.668334961,0.601196289,0.573730469,1.177978516,0.323486328
216,1.040649414,0.665283203,0.744628906,0.567626953,1.278686523,0.378417969
221,0.967407227,0.674438477,0.698852539,0.588989258,1.220703125,0.317382813
226,1.156616211,0.78125,0.814819336,0.729370117,1.254272461,0.482177734
231,1.07421875,0.637817383,0.704956055,0.622558594,1.181030273,0.350952148
236,1.00402832,0.695800781,0.720214844,0.634765625,1.153564453,0.372314453
241,1.104736328,0.75378418,0.741577148,0.769042969,1.254272461,0.360107422
246,1.010131836,0.610351563,0.643920898,0.668334961,1.150512695,0.302124023
251,1.013183594,0.662231445,0.68359375,0.659179688,1.19934082,0.299072266
256,1.080322266,0.643920898,0.668334961,0.674438477,1.19934082,0.402832031
