exp,tx,replicate,time_min,isc_uA_per_cm2
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.08333333,0.372314454
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.16666667,0.369262696
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.25,0.311279297
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.33333333,0.268554688
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.41666667,0.350952149
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.5,0.262451172
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.58333333,0.222778321
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.66666667,0.311279297
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.75,0.479125977
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.83333333,0.40588379
exp19-35,ex23_skip_10uM_vx770_vx809,r2,17.91666667,0.247192383
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18,0.280761719
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.08333333,0.323486329
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.16666667,0.283813477
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.25,0.457763672
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.33333333,0.274658204
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.41666667,0.347900391
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.5,0.329589844
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.58333333,0.201416016
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.66666667,0.271606446
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.75,0.341796875
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.83333333,0.387573243
exp19-35,ex23_skip_10uM_vx770_vx809,r2,18.91666667,0.250244141
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19,0.314331055
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.08333333,0.320434571
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.16666667,0.183105469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.25,0.268554688
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.33333333,0.131225586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.41666667,0.158691407
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.5,0.170898438
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.58333333,0.198364258
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.66666667,0.262451172
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.75,0.173950196
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.83333333,0.216674805
exp19-35,ex23_skip_10uM_vx770_vx809,r2,19.91666667,0.250244141
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20,0.296020508
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.08333333,0.137329102
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.18333333,0.277709961
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.26666667,0.155639649
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.35,0.283813477
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.43333333,0.253295899
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.51666667,0.213623047
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.6,0.26550293
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.68333333,0.259399414
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.76666667,0.372314454
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.85,0.320434571
exp19-35,ex23_skip_10uM_vx770_vx809,r2,20.93333333,0.26550293
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.01666667,0.26550293
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.1,0.378417969
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.18333333,0.344848633
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.26666667,0.347900391
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.35,0.302124024
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.43333333,0.415039063
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.51666667,0.448608399
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.6,0.296020508
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.68333333,0.408935547
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.76666667,0.473022461
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.85,0.485229493
exp19-35,ex23_skip_10uM_vx770_vx809,r2,21.93333333,0.576782227
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.01666667,0.408935547
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.1,0.427246094
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.18333333,0.485229493
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.26666667,0.509643555
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.35,0.509643555
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.43333333,0.399780274
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.51666667,0.494384766
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.6,0.442504883
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.68333333,0.46081543
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.76666667,0.387573243
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.85,0.454711914
exp19-35,ex23_skip_10uM_vx770_vx809,r2,22.93333333,0.399780274
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.01666667,0.415039063
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.1,0.302124024
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.18333333,0.466918946
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.26666667,0.695800782
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.35,0.40588379
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.43333333,0.445556641
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.51666667,0.372314454
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.6,0.448608399
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.68333333,0.494384766
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.76666667,0.482177735
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.85,0.512695313
exp19-35,ex23_skip_10uM_vx770_vx809,r2,23.93333333,0.473022461
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.01666667,0.387573243
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.1,0.43334961
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.18333333,0.384521485
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.26666667,0.473022461
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.35,0.436401368
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.43333333,0.518798829
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.51666667,0.479125977
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.61666667,0.521850586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.7,0.534057618
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.78333333,0.466918946
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.86666667,0.735473633
exp19-35,ex23_skip_10uM_vx770_vx809,r2,24.95,0.720214844
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.03333333,0.595092774
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.11666667,0.418090821
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.2,0.369262696
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.28333333,0.534057618
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.36666667,0.473022461
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.45,0.53100586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.53333333,0.381469727
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.61666667,0.430297852
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.7,0.518798829
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.78333333,0.555419922
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.86666667,0.436401368
exp19-35,ex23_skip_10uM_vx770_vx809,r2,25.95,0.540161133
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.03333333,0.436401368
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.11666667,0.479125977
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.2,0.454711914
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.28333333,0.515747071
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.36666667,0.680541993
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.45,0.451660157
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.53333333,0.466918946
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.61666667,0.527954102
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.7,0.540161133
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.78333333,0.60119629
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.86666667,0.53100586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,26.95,0.60119629
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.03333333,0.454711914
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.11666667,0.573730469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.2,0.552368164
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.28333333,0.485229493
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.36666667,0.436401368
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.45,0.537109375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.53333333,0.549316407
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.61666667,0.491333008
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.7,0.494384766
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.78333333,0.521850586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.86666667,0.491333008
exp19-35,ex23_skip_10uM_vx770_vx809,r2,27.95,0.506591797
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.03333333,0.552368164
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.11666667,0.457763672
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.2,0.640869141
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.28333333,0.524902344
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.36666667,0.592041016
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.45,0.524902344
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.53333333,0.625610352
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.61666667,0.619506836
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.7,0.497436524
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.78333333,0.588989258
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.86666667,0.598144532
exp19-35,ex23_skip_10uM_vx770_vx809,r2,28.95,0.735473633
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.05,0.534057618
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.13333333,0.643920899
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.21666667,0.625610352
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.3,0.561523438
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.38333333,0.659179688
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.46666667,0.509643555
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.55,0.60119629
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.63333333,0.741577149
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.71666667,0.567626954
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.8,0.720214844
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.88333333,0.610351563
exp19-35,ex23_skip_10uM_vx770_vx809,r2,29.96666667,0.75378418
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.05,0.582885743
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.13333333,0.619506836
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.21666667,1.40991211
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.3,1.867675782
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.38333333,2.09350586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.46666667,2.102661133
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.55,2.105712891
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.63333333,2.197265625
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.71666667,2.215576172
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.8,2.16369629
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.88333333,2.127075196
exp19-35,ex23_skip_10uM_vx770_vx809,r2,30.96666667,2.243041993
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.05,2.139282227
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.13333333,2.1484375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.21666667,2.194213868
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.3,2.114868164
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.38333333,2.075195313
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.46666667,2.175903321
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.55,2.166748047
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.63333333,2.175903321
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.71666667,2.062988282
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.8,2.200317383
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.88333333,2.102661133
exp19-35,ex23_skip_10uM_vx770_vx809,r2,31.96666667,2.249145508
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.05,2.157592774
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.13333333,2.102661133
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.21666667,2.145385743
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.3,2.136230469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.38333333,2.169799805
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.46666667,2.142333985
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.55,2.09350586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.63333333,2.053833008
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.71666667,2.090454102
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.8,2.081298829
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.88333333,2.21862793
exp19-35,ex23_skip_10uM_vx770_vx809,r2,32.96666667,2.172851563
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.05,2.081298829
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.15,2.136230469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.23333333,2.06604004
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.31666667,2.09350586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.4,2.117919922
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.48333333,2.1484375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.56666667,2.075195313
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.65,2.026367188
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.73333333,2.172851563
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.81666667,2.084350586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.9,2.221679688
exp19-35,ex23_skip_10uM_vx770_vx809,r2,33.98333333,2.084350586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.06666667,2.047729493
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.15,2.136230469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.23333333,2.105712891
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.31666667,2.026367188
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.4,2.099609375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.48333333,2.087402344
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.56666667,2.090454102
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.65,2.224731446
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.73333333,2.035522461
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.81666667,2.1484375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.9,2.017211914
exp19-35,ex23_skip_10uM_vx770_vx809,r2,34.98333333,2.081298829
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.06666667,2.127075196
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.15,2.026367188
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.23333333,2.096557618
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.31666667,2.175903321
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.4,2.255249024
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.48333333,2.151489258
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.56666667,2.053833008
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.65,2.102661133
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.73333333,1.962280274
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.81666667,2.084350586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.9,2.087402344
exp19-35,ex23_skip_10uM_vx770_vx809,r2,35.98333333,1.992797852
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.06666667,2.06604004
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.15,2.111816407
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.23333333,2.087402344
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.31666667,2.09350586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.4,2.029418946
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.48333333,2.136230469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.56666667,1.965332032
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.65,2.111816407
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.73333333,2.072143555
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.81666667,2.087402344
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.9,2.026367188
exp19-35,ex23_skip_10uM_vx770_vx809,r2,36.98333333,2.059936524
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.06666667,2.096557618
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.15,2.026367188
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.23333333,2.081298829
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.31666667,2.081298829
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.4,2.02331543
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.48333333,2.001953125
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.56666667,2.157592774
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.65,2.06604004
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.73333333,2.255249024
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.83333333,2.142333985
exp19-35,ex23_skip_10uM_vx770_vx809,r2,37.91666667,2.12097168
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38,2.1484375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.08333333,2.185058594
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.16666667,2.136230469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.25,2.154541016
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.33333333,2.133178711
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.41666667,2.252197266
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.5,2.136230469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.58333333,2.087402344
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.66666667,2.136230469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.75,2.114868164
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.83333333,2.1484375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,38.91666667,2.130126954
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39,2.133178711
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.08333333,2.276611329
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.16666667,2.078247071
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.25,2.221679688
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.33333333,2.209472657
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.41666667,2.182006836
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.5,2.215576172
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.58333333,2.273559571
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.66666667,2.279663086
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.75,2.44140625
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.83333333,2.19116211
exp19-35,ex23_skip_10uM_vx770_vx809,r2,39.91666667,2.236938477
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40,2.243041993
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.08333333,2.279663086
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.16666667,2.279663086
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.25,1.745605469
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.33333333,0.790405274
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.41666667,0.567626954
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.5,0.366210938
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.58333333,0.387573243
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.66666667,0.350952149
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.75,0.296020508
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.83333333,0.430297852
exp19-35,ex23_skip_10uM_vx770_vx809,r2,40.91666667,0.283813477
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41,0.311279297
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.08333333,0.277709961
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.16666667,0.143432618
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.25,0.231933594
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.35,0.23803711
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.43333333,0.213623047
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.51666667,0.222778321
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.6,0.146484375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.68333333,0.213623047
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.76666667,0.146484375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.85,0.14038086
exp19-35,ex23_skip_10uM_vx770_vx809,r2,41.93333333,0.280761719
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.01666667,0.04272461
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.1,0.161743164
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.18333333,0.186157227
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.26666667,0.131225586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.35,0.192260743
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.43333333,0.091552735
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.51666667,0.079345704
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.6,0.103759766
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.68333333,0.103759766
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.76666667,0.173950196
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.85,0.088500977
exp19-35,ex23_skip_10uM_vx770_vx809,r2,42.93333333,0.109863282
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.01666667,0.073242188
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.1,0.189208985
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.18333333,0.131225586
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.26666667,0.119018555
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.35,0.103759766
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.43333333,0.067138672
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.51666667,0.067138672
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.6,0.009155274
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.68333333,0.027465821
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.76666667,0.082397461
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.85,-0.021362304
exp19-35,ex23_skip_10uM_vx770_vx809,r2,43.93333333,-0.036621093
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.01666667,-0.006103515
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.1,0.04272461
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.18333333,0.033569336
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.26666667,-0.009155273
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.35,0.003051758
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.43333333,0.045776368
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.51666667,0.009155274
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.6,0.100708008
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.68333333,-0.024414062
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.76666667,0.01525879
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.85,-0.024414062
exp19-35,ex23_skip_10uM_vx770_vx809,r2,44.93333333,0.01525879
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.01666667,0
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.1,0.033569336
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.18333333,0.033569336
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.26666667,-0.103759765
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.36666667,0.033569336
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.45,-0.045776367
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.53333333,0.146484375
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.61666667,-0.064086914
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.7,-0.033569336
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.78333333,-0.045776367
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.86666667,0.033569336
exp19-35,ex23_skip_10uM_vx770_vx809,r2,45.95,0.094604493
exp19-35,ex23_skip_10uM_vx770_vx809,r2,46.03333333,-0.09765625
exp19-35,ex23_skip_10uM_vx770_vx809,r2,46.11666667,-0.033569336
exp19-35,ex23_skip_10uM_vx770_vx809,r2,46.2,-0.048828125
exp19-35,ex23_skip_10uM_vx770_vx809,r2,46.28333333,0.024414063
exp19-35,ex23_skip_10uM_vx770_vx809,r2,46.36666667,-0.08239746
exp19-35,ex23_skip_10uM_vx770_vx809,r2,46.45,-0.106811523
exp19-35,ex23_skip_10uM_vx770_vx809,r2,46.53333333,-0.006103515
exp19-35,ex23_skip_10uM_vx770_vx809,r2,46.61666667,-0.024414062
exp19-35,ex23_skip_10uM_vx770_vx809,r2,46.7,-0.088500976
