exp,tx,replicate,time_min,isc_uA_per_cm2
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,4.433333333,0.485229492
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,4.516666667,0.537109375
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,4.6,0.524902344
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,4.683333333,0.494384766
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,4.766666667,0.408935547
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,4.85,0.479125977
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,4.933333333,0.552368164
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.016666667,0.48828125
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.1,0.573730469
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.183333333,0.51574707
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.266666667,0.454711914
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.35,0.491333008
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.433333333,0.527954102
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.516666667,0.485229492
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.6,0.46081543
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.683333333,0.634765625
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.766666667,0.573730469
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.85,0.463867188
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,5.933333333,0.518798828
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.016666667,0.442504883
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.1,0.68359375
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.183333333,0.500488281
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.266666667,0.476074219
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.35,0.531005859
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.433333333,0.491333008
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.516666667,0.451660156
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.6,0.509643555
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.683333333,0.466918945
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.766666667,0.430297852
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.85,0.540161133
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,6.933333333,0.448608398
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.016666667,0.463867188
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.116666667,0.482177734
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.2,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.283333333,0.607299805
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.366666667,0.527954102
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.45,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.533333333,0.512695313
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.616666667,0.543212891
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.7,0.463867188
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.783333333,0.634765625
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.866666667,0.48828125
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,7.95,0.463867188
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.033333333,0.463867188
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.116666667,0.576782227
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.2,0.448608398
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.283333333,0.588989258
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.366666667,0.503540039
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.45,0.41809082
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.533333333,0.546264648
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.616666667,0.592041016
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.7,0.5859375
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.783333333,0.506591797
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.866666667,0.55847168
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,8.95,0.68359375
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.033333333,0.512695313
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.116666667,0.540161133
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.2,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.283333333,0.592041016
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.366666667,0.445556641
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.45,0.534057617
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.533333333,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.616666667,0.650024414
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.7,0.466918945
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.783333333,0.564575195
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.866666667,0.643920898
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,9.95,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.03333333,0.48828125
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.11666667,0.524902344
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.2,0.689697266
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.28333333,0.494384766
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.36666667,0.521850586
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.45,0.51574707
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.53333333,0.445556641
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.61666667,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.7,0.399780273
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.78333333,0.537109375
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.86666667,0.469970703
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,10.95,0.601196289
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.03333333,0.573730469
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.13333333,0.692749023
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.21666667,0.619506836
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.3,0.55847168
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.38333333,0.482177734
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.46666667,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.55,0.601196289
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.63333333,0.567626953
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.71666667,0.479125977
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.8,0.48828125
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.88333333,0.540161133
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,11.96666667,0.485229492
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.05,0.518798828
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.13333333,0.598144531
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.21666667,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.3,0.628662109
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.38333333,0.650024414
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.46666667,0.46081543
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.55,0.677490234
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.63333333,0.631713867
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.71666667,0.601196289
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.8,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.88333333,0.527954102
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,12.96666667,0.463867188
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.05,0.552368164
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.13333333,0.51574707
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.21666667,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.3,0.491333008
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.38333333,0.537109375
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.46666667,0.573730469
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.55,0.534057617
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.63333333,0.588989258
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.71666667,0.457763672
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.8,0.527954102
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.88333333,0.55847168
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,13.96666667,0.619506836
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.05,0.543212891
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.13333333,0.610351563
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.21666667,0.543212891
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.3,0.494384766
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.38333333,0.503540039
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.46666667,0.720214844
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.55,0.659179688
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.63333333,0.506591797
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.71666667,0.592041016
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.8,0.485229492
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.88333333,0.48828125
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,14.96666667,0.485229492
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.06666667,0.473022461
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.15,0.506591797
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.23333333,0.598144531
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.31666667,0.479125977
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.4,0.473022461
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.48333333,0.546264648
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.56666667,0.469970703
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.65,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.73333333,0.393676758
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.81666667,0.534057617
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.9,0.610351563
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,15.98333333,0.482177734
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.06666667,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.15,0.616455078
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.23333333,0.436401367
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.31666667,0.616455078
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.4,0.540161133
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.48333333,0.5859375
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.56666667,0.561523438
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.65,0.546264648
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.73333333,0.454711914
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.81666667,0.469970703
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.9,0.509643555
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,16.98333333,0.518798828
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.06666667,0.552368164
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.15,0.500488281
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.23333333,0.546264648
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.31666667,0.524902344
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.4,0.476074219
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.48333333,0.503540039
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.56666667,0.521850586
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.65,0.561523438
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.73333333,0.518798828
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.81666667,0.479125977
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.9,0.433349609
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,17.98333333,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.06666667,0.485229492
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.15,0.497436523
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.23333333,0.509643555
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.31666667,0.55847168
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.4,0.387573242
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.48333333,0.427246094
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.56666667,0.531005859
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.66666667,0.445556641
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.75,0.500488281
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.83333333,0.521850586
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,18.91666667,0.527954102
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19,0.479125977
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.08333333,0.485229492
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.16666667,0.500488281
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.25,0.726318359
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.33333333,0.503540039
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.41666667,0.506591797
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.5,0.567626953
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.58333333,0.457763672
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.66666667,0.524902344
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.75,0.653076172
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.83333333,0.540161133
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,19.91666667,0.570678711
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20,0.616455078
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.08333333,0.747680664
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.16666667,0.405883789
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.25,0.527954102
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.33333333,0.509643555
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.41666667,0.55847168
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.5,0.573730469
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.58333333,0.55847168
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.66666667,0.567626953
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.75,0.491333008
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.83333333,0.531005859
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,20.91666667,0.689697266
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21,0.567626953
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.08333333,0.604248047
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.16666667,0.619506836
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.25,0.75378418
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.33333333,0.512695313
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.41666667,0.68359375
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.5,0.595092773
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.58333333,0.491333008
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.66666667,0.665283203
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.75,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.83333333,0.653076172
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,21.91666667,0.634765625
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22,0.5859375
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.08333333,0.595092773
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.16666667,0.604248047
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.25,0.524902344
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.33333333,0.543212891
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.41666667,0.51574707
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.5,0.546264648
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.58333333,0.518798828
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.66666667,0.55847168
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.75,0.628662109
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.83333333,0.732421875
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,22.91666667,0.680541992
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23,0.473022461
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.1,0.720214844
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.18333333,0.674438477
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.26666667,0.408935547
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.35,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.43333333,0.546264648
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.51666667,0.433349609
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.6,0.741577148
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.68333333,0.531005859
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.76666667,0.625610352
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.85,0.659179688
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,23.93333333,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.01666667,0.524902344
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.1,0.48828125
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.18333333,0.552368164
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.26666667,0.506591797
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.35,0.561523438
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.43333333,0.534057617
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.51666667,0.561523438
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.6,0.546264648
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.68333333,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.76666667,0.637817383
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.85,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,24.93333333,0.503540039
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.01666667,0.610351563
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.1,0.595092773
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.18333333,0.506591797
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.26666667,0.579833984
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.35,0.622558594
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.43333333,0.588989258
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.51666667,0.607299805
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.6,0.479125977
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.68333333,0.643920898
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.76666667,0.619506836
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.85,0.772094727
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,25.93333333,0.659179688
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.01666667,0.628662109
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.1,0.653076172
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.18333333,0.579833984
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.26666667,0.616455078
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.35,0.653076172
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.43333333,0.619506836
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.51666667,0.814819336
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.6,0.811767578
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.68333333,0.802612305
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.76666667,0.650024414
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.85,0.698852539
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,26.93333333,0.787353516
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.01666667,0.802612305
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.1,0.762939453
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.18333333,0.790405273
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.26666667,0.811767578
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.35,0.714111328
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.43333333,0.686645508
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.51666667,0.796508789
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.6,0.634765625
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.68333333,0.775146484
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.76666667,0.827026367
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.85,0.708007813
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,27.93333333,0.811767578
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.03333333,0.640869141
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.11666667,0.677490234
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.2,0.717163086
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.28333333,0.616455078
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.36666667,0.579833984
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.45,0.601196289
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.53333333,0.607299805
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.61666667,0.601196289
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.7,0.646972656
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.78333333,0.701904297
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.86666667,0.689697266
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,28.95,0.579833984
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.03333333,0.720214844
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.11666667,0.71105957
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.2,0.610351563
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.28333333,0.71105957
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.36666667,0.665283203
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.45,0.610351563
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.53333333,0.653076172
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.61666667,0.650024414
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.7,0.640869141
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.78333333,0.695800781
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.86666667,0.692749023
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,29.95,0.650024414
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.03333333,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.11666667,0.534057617
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.2,0.610351563
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.28333333,0.595092773
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.36666667,0.598144531
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.45,0.55847168
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.53333333,0.524902344
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.61666667,0.631713867
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.7,0.595092773
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.78333333,0.662231445
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.86666667,0.625610352
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,30.95,0.598144531
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.03333333,0.65612793
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.11666667,0.531005859
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.2,0.823974609
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.28333333,0.662231445
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.36666667,0.55847168
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.45,0.640869141
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.53333333,0.762939453
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.61666667,0.674438477
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.7,0.674438477
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.78333333,0.631713867
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.86666667,0.619506836
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,31.95,0.625610352
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.03333333,0.714111328
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.11666667,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.21666667,0.607299805
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.3,0.454711914
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.38333333,0.616455078
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.46666667,0.549316406
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.55,0.534057617
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.63333333,0.555419922
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.71666667,0.561523438
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.8,0.640869141
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.88333333,0.659179688
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,32.96666667,0.595092773
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,33.05,0.619506836
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,33.13333333,0.61340332
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,33.21666667,0.567626953
exp19-40,ctrl_aso_10uM_vx770_vx809,r2,33.3,0.482177734
